country,year,population,real_gdp,real_gdp_pc,le,hle,vsl,wtp_s,wtp_h,wtp,wtp_pc
Kenya,2019,50.2,84.1,1.675,65.68,57.51,0.295,0.0,0.0,0.0,0.0
Mexico,1990,85.5,626.3,7.326,69.79,60.47,1.289,0.473,0.334,0.807,9.438
Mexico,1991,87.1,652.7,7.494,70.28,60.96,1.319,0.239,0.304,0.543,6.232
Mexico,1992,88.8,675.8,7.613,70.63,61.35,1.34,0.187,0.255,0.441,4.973
Mexico,1993,90.5,688.9,7.613,70.94,61.68,1.34,0.356,0.185,0.541,5.981
Mexico,1994,92.2,722.9,7.84,71.3,62.03,1.38,0.191,0.136,0.328,3.552
Mexico,1995,93.9,677.5,7.216,71.54,62.28,1.27,0.421,0.018,0.439,4.681
Mexico,1996,95.5,723.3,7.577,71.9,62.58,1.333,0.243,-0.021,0.222,2.33
Mexico,1997,97.0,772.9,7.97,72.18,62.81,1.403,0.304,-0.05,0.254,2.617
Mexico,1998,98.4,812.8,8.259,72.48,63.03,1.453,0.836,-0.049,0.787,8.001
Mexico,1999,99.8,835.2,8.368,73.0,63.42,1.473,0.944,-0.017,0.927,9.292
Mexico,2000,101.2,876.4,8.662,73.55,63.84,1.524,0.618,0.016,0.634,6.271
Mexico,2001,102.6,872.9,8.512,73.93,64.14,1.498,-0.072,0.036,-0.037,-0.356
Mexico,2002,103.9,872.5,8.397,74.0,64.23,1.478,-0.011,0.032,0.021,0.2
Mexico,2003,105.3,885.2,8.41,74.08,64.32,1.48,0.732,0.041,0.773,7.341
Mexico,2004,106.6,919.9,8.63,74.48,64.63,1.519,-0.222,0.009,-0.213,-1.996
Mexico,2005,107.9,941.1,8.72,74.47,64.64,1.535,0.719,-0.062,0.657,6.089
Mexico,2006,109.2,983.4,9.002,74.85,64.91,1.584,0.483,-0.143,0.341,3.119
Mexico,2007,110.6,1005.9,9.099,75.12,65.08,1.601,-0.925,-0.181,-1.106,-10.004
Mexico,2008,111.9,1017.4,9.095,74.84,64.84,1.601,-0.534,-0.156,-0.689,-6.163
Mexico,2009,113.1,963.7,8.517,74.68,64.69,1.499,0.715,-0.066,0.649,5.739
Mexico,2010,114.4,1013.0,8.854,75.0,64.92,1.558,0.596,0.009,0.605,5.289
Mexico,2011,115.7,1050.1,9.078,75.27,65.13,1.598,0.173,0.042,0.215,1.862
Mexico,2012,116.9,1088.3,9.308,75.4,65.25,1.638,-0.889,0.044,-0.845,-7.224
Mexico,2013,118.1,1103.1,9.336,75.17,65.11,1.643,0.053,0.032,0.085,0.72
Mexico,2014,119.3,1134.5,9.506,75.26,65.2,1.673,0.211,-0.012,0.198,1.662
Mexico,2015,120.5,1171.9,9.723,75.4,65.3,1.711,-0.188,-0.566,-0.754,-6.255
Mexico,2016,121.7,1202.7,9.884,75.42,65.22,1.739,-1.043,-0.584,-1.627,-13.368
Mexico,2017,122.8,1228.1,10.002,75.15,64.91,1.76,0.307,0.014,0.32,2.609
Mexico,2018,123.9,1255.1,10.132,75.29,65.02,1.783,-0.068,0.257,0.189,1.526
Mexico,2019,124.9,1252.8,10.028,75.36,65.14,1.765,0.0,0.0,0.0,0.0
Netherlands,1990,14.9,464.9,31.152,76.96,67.2,5.482,0.14,-0.029,0.111,7.419
Netherlands,1991,15.0,476.2,31.69,77.12,67.31,5.577,0.096,-0.022,0.074,4.922
Netherlands,1992,15.1,484.4,32.01,77.23,67.39,5.633,-0.109,-0.026,-0.134,-8.878
Netherlands,1993,15.2,490.5,32.199,77.18,67.34,5.666,0.279,-0.005,0.274,17.978
Netherlands,1994,15.3,505.0,32.943,77.44,67.54,5.797,0.126,0.02,0.145,9.477
Netherlands,1995,15.4,520.7,33.767,77.55,67.64,5.942,0.082,-0.01,0.072,4.64
Netherlands,1996,15.5,538.9,34.75,77.62,67.68,6.115,0.31,0.016,0.326,21.009
Netherlands,1997,15.6,562.3,36.044,77.87,67.88,6.343,0.159,0.02,0.178,11.441
Netherlands,1998,15.7,588.5,37.496,77.98,67.96,6.598,0.032,0.014,0.046,2.917
Netherlands,1999,15.8,618.1,39.137,78.0,67.98,6.887,0.228,0.03,0.258,16.33
Netherlands,2000,15.9,644.0,40.523,78.13,68.09,7.131,0.272,0.02,0.292,18.358
Netherlands,2001,16.0,659.0,41.216,78.3,68.22,7.253,0.264,0.038,0.302,18.903
Netherlands,2002,16.1,660.5,41.076,78.46,68.36,7.228,0.432,0.035,0.467,29.063
Netherlands,2003,16.2,661.5,40.934,78.73,68.58,7.204,0.705,0.024,0.729,45.109
Netherlands,2004,16.2,674.6,41.566,79.18,68.92,7.315,0.595,0.031,0.626,38.583
Netherlands,2005,16.3,688.5,42.259,79.51,69.18,7.437,0.559,0.027,0.586,35.99
Netherlands,2006,16.3,712.3,43.573,79.85,69.45,7.668,0.608,0.06,0.668,40.88
Netherlands,2007,16.4,739.2,45.067,80.21,69.73,7.931,0.376,0.053,0.429,26.154
Netherlands,2008,16.5,755.2,45.879,80.42,69.91,8.074,0.425,0.047,0.471,28.636
Netherlands,2009,16.5,727.5,44.023,80.65,70.09,7.747,0.325,-0.007,0.318,19.267
Netherlands,2010,16.6,737.3,44.43,80.84,70.23,7.819,0.322,-0.102,0.219,13.208
Netherlands,2011,16.7,748.7,44.934,81.02,70.33,7.907,0.184,-0.187,-0.002,-0.131
Netherlands,2012,16.7,741.0,44.297,81.12,70.35,7.795,0.349,-0.204,0.146,8.7
Netherlands,2013,16.8,740.0,44.07,81.32,70.43,7.755,0.379,-0.182,0.197,11.73
Netherlands,2014,16.9,750.6,44.522,81.51,70.51,7.835,-0.012,-0.122,-0.134,-7.955
Netherlands,2015,16.9,765.3,45.22,81.56,70.51,7.958,0.023,-0.013,0.01,0.572
Netherlands,2016,17.0,782.0,46.041,81.55,70.51,8.102,0.08,0.013,0.093,5.482
Netherlands,2017,17.0,804.8,47.211,81.61,70.55,8.308,0.014,-0.033,-0.018,-1.078
Netherlands,2018,17.1,823.8,48.164,81.62,70.54,8.476,0.026,-0.037,-0.011,-0.672
Netherlands,2019,17.2,839.9,48.955,81.64,70.54,8.615,0.0,0.0,0.0,0.0
New Zealand,1990,3.4,87.9,25.732,75.26,64.45,4.528,0.072,0.016,0.088,25.715
New Zealand,1991,3.5,87.0,25.194,75.66,64.79,4.434,0.032,0.014,0.046,13.24
New Zealand,1992,3.5,87.9,25.174,75.87,64.99,4.43,0.036,0.012,0.048,13.771
New Zealand,1993,3.5,93.5,26.455,76.04,65.14,4.655,0.086,0.013,0.099,27.994
New Zealand,1994,3.6,98.3,27.466,76.43,65.47,4.833,0.008,0.008,0.016,4.408
New Zealand,1995,3.6,103.0,28.426,76.56,65.59,5.002,0.074,0.011,0.085,23.353
New Zealand,1996,3.7,106.7,29.147,76.82,65.81,5.129,0.099,0.014,0.113,30.799
New Zealand,1997,3.7,108.9,29.489,77.2,66.12,5.189,0.13,0.017,0.147,39.703
New Zealand,1998,3.7,109.8,29.49,77.76,66.57,5.19,0.03,0.012,0.042,11.248
New Zealand,1999,3.8,115.7,30.845,77.88,66.69,5.428,0.107,0.014,0.121,32.172
New Zealand,2000,3.8,119.1,31.46,78.22,66.97,5.536,0.052,0.011,0.064,16.863
New Zealand,2001,3.8,123.2,32.221,78.43,67.15,5.67,0.071,0.016,0.088,22.988
New Zealand,2002,3.9,129.0,33.316,78.64,67.34,5.863,0.092,0.012,0.104,26.958
New Zealand,2003,3.9,134.9,34.349,78.96,67.59,6.045,0.089,0.016,0.106,26.946
New Zealand,2004,4.0,140.3,35.21,79.23,67.81,6.196,0.127,0.014,0.141,35.31
New Zealand,2005,4.0,145.0,35.855,79.64,68.14,6.31,0.084,0.016,0.1,24.797
New Zealand,2006,4.1,149.1,36.381,79.88,68.34,6.402,0.054,0.021,0.075,18.343
New Zealand,2007,4.2,153.6,37.018,80.03,68.48,6.514,0.067,0.022,0.089,21.419
New Zealand,2008,4.2,151.9,36.21,80.2,68.64,6.372,0.098,0.017,0.115,27.47
New Zealand,2009,4.2,151.7,35.828,80.47,68.86,6.305,0.098,0.003,0.102,24.062
New Zealand,2010,4.3,154.0,36.081,80.73,69.06,6.349,0.007,-0.014,-0.007,-1.666
New Zealand,2011,4.3,157.5,36.634,80.75,69.05,6.447,0.093,-0.024,0.069,16.119
New Zealand,2012,4.3,161.0,37.222,81.07,69.25,6.55,0.092,-0.027,0.065,15.035
New Zealand,2013,4.4,165.4,38.011,81.35,69.41,6.689,0.012,-0.027,-0.015,-3.557
New Zealand,2014,4.4,171.7,39.245,81.35,69.37,6.906,0.055,-0.017,0.038,8.783
New Zealand,2015,4.4,178.1,40.471,81.57,69.51,7.122,0.059,-0.015,0.044,9.993
New Zealand,2016,4.4,184.7,41.745,81.78,69.64,7.346,0.045,-0.015,0.03,6.791
New Zealand,2017,4.4,191.4,43.017,81.85,69.66,7.57,-0.107,-0.018,-0.125,-28.171
New Zealand,2018,4.5,197.5,44.16,81.65,69.5,7.771,-0.002,-0.016,-0.018,-4.116
New Zealand,2019,4.5,200.7,44.653,81.66,69.49,7.858,0.0,0.0,0.0,0.0
Nigeria,1990,90.2,151.2,1.677,51.41,44.78,0.295,-0.069,-0.021,-0.09,-0.999
Nigeria,1991,92.9,151.8,1.634,51.17,44.56,0.288,-0.027,-0.022,-0.049,-0.527
Nigeria,1992,95.7,158.8,1.659,51.44,44.79,0.292,-0.055,-0.024,-0.079,-0.821
Nigeria,1993,98.7,155.6,1.576,51.48,44.82,0.277,-0.065,-0.024,-0.089,-0.897
Nigeria,1994,101.8,152.8,1.5,51.48,44.82,0.264,-0.079,-0.019,-0.098,-0.961
Nigeria,1995,105.1,152.6,1.453,51.46,44.8,0.256,-0.148,-0.036,-0.184,-1.753
Nigeria,1996,108.4,159.1,1.467,51.18,44.55,0.258,0.041,-0.057,-0.016,-0.148
Nigeria,1997,111.9,163.7,1.464,51.53,44.83,0.258,-0.071,-0.064,-0.135,-1.211
Nigeria,1998,115.4,168.0,1.455,51.55,44.82,0.256,-0.066,-0.057,-0.124,-1.071
Nigeria,1999,119.1,168.9,1.418,51.56,44.81,0.25,-0.033,-0.029,-0.062,-0.523
Nigeria,2000,122.9,177.4,1.443,51.67,44.89,0.254,0.06,0.018,0.078,0.635
Nigeria,2001,126.8,187.9,1.482,51.91,45.11,0.261,0.121,0.058,0.179,1.415
Nigeria,2002,130.8,216.7,1.657,52.24,45.42,0.292,0.24,0.085,0.326,2.488
Nigeria,2003,134.9,232.6,1.724,52.73,45.87,0.303,0.292,0.085,0.378,2.799
Nigeria,2004,139.2,254.2,1.826,53.32,46.41,0.321,0.472,0.063,0.534,3.839
Nigeria,2005,143.5,270.5,1.885,54.06,47.06,0.332,0.476,0.07,0.546,3.803
Nigeria,2006,148.0,286.9,1.938,54.76,47.67,0.341,0.52,0.12,0.64,4.324
Nigeria,2007,152.6,305.8,2.004,55.5,48.33,0.353,0.498,0.147,0.645,4.229
Nigeria,2008,157.3,326.5,2.076,56.16,48.94,0.365,0.509,0.141,0.65,4.132
Nigeria,2009,162.1,352.7,2.176,56.77,49.5,0.383,0.514,0.096,0.61,3.764
Nigeria,2010,166.9,381.0,2.282,57.4,50.05,0.402,0.463,0.054,0.517,3.098
Nigeria,2011,171.9,401.2,2.334,57.98,50.56,0.411,0.481,0.048,0.529,3.075
Nigeria,2012,177.0,418.2,2.363,58.52,51.03,0.416,0.477,0.036,0.514,2.903
Nigeria,2013,182.1,446.1,2.449,59.01,51.44,0.431,0.349,0.009,0.357,1.962
Nigeria,2014,187.4,474.2,2.531,59.43,51.8,0.445,0.54,-0.002,0.538,2.871
Nigeria,2015,192.7,486.8,2.527,59.98,52.25,0.445,0.544,0.042,0.586,3.044
Nigeria,2016,198.1,478.9,2.418,60.62,52.8,0.425,0.427,0.04,0.467,2.356
Nigeria,2017,203.6,482.8,2.372,61.23,53.32,0.417,0.391,0.028,0.419,2.057
Nigeria,2018,209.1,492.1,2.353,61.79,53.8,0.414,0.486,0.083,0.569,2.721
Nigeria,2019,214.8,502.9,2.341,62.39,54.32,0.412,0.0,0.0,0.0,0.0
Peru,1990,21.7,59.6,2.742,67.34,58.99,0.483,0.047,-0.001,0.046,2.131
Peru,1991,22.1,60.9,2.753,67.23,58.83,0.484,0.039,0.001,0.04,1.791
Peru,1992,22.5,60.6,2.69,68.24,59.72,0.473,0.039,0.004,0.043,1.906
Peru,1993,22.9,63.8,2.783,68.89,60.29,0.49,0.047,0.004,0.051,2.212
Peru,1994,23.3,71.6,3.074,69.61,60.93,0.541,0.008,0.005,0.013,0.543
Peru,1995,23.7,76.9,3.249,69.99,61.28,0.572,0.172,0.007,0.18,7.583
Peru,1996,24.1,79.1,3.287,71.08,62.17,0.579,0.046,0.008,0.054,2.248
Peru,1997,24.4,84.2,3.447,71.6,62.63,0.607,0.053,0.01,0.063,2.597
Peru,1998,24.8,83.9,3.383,72.07,63.06,0.595,0.174,0.01,0.184,7.438
Peru,1999,25.2,85.1,3.384,73.13,63.94,0.596,0.021,0.009,0.031,1.221
Peru,2000,25.5,87.4,3.427,73.43,64.22,0.603,0.135,0.009,0.145,5.677
Peru,2001,25.9,88.0,3.401,74.33,64.97,0.599,0.059,0.01,0.069,2.667
Peru,2002,26.2,92.7,3.539,74.81,65.39,0.623,0.009,0.008,0.018,0.677
Peru,2003,26.5,96.6,3.64,74.99,65.57,0.64,0.136,0.009,0.145,5.464
Peru,2004,26.9,101.4,3.773,75.71,66.16,0.664,0.08,0.007,0.087,3.249
Peru,2005,27.2,107.8,3.961,76.18,66.55,0.697,0.108,0.008,0.116,4.269
Peru,2006,27.5,115.9,4.209,76.77,67.03,0.741,0.127,0.009,0.137,4.966
Peru,2007,27.9,125.8,4.514,77.43,67.57,0.794,0.017,0.01,0.027,0.962
Peru,2008,28.2,137.2,4.87,77.65,67.78,0.857,-0.37,0.004,-0.366,-13.004
Peru,2009,28.5,138.7,4.865,76.62,67.02,0.856,-0.051,0.003,-0.048,-1.681
Peru,2010,28.9,150.3,5.199,76.56,67.0,0.915,0.108,-0.003,0.104,3.606
Peru,2011,29.4,159.8,5.437,76.97,67.34,0.957,0.1,-0.011,0.089,3.011
Peru,2012,30.0,169.6,5.654,77.33,67.61,0.995,0.139,-0.015,0.124,4.127
Peru,2013,30.8,179.5,5.833,77.74,67.92,1.027,0.194,-0.015,0.18,5.84
Peru,2014,31.5,183.8,5.832,78.29,68.32,1.026,0.178,-0.009,0.169,5.362
Peru,2015,32.1,189.8,5.909,78.82,68.72,1.04,0.076,-0.002,0.074,2.311
Peru,2016,32.6,197.3,6.048,79.03,68.89,1.064,0.055,-0.0,0.055,1.693
Peru,2017,33.2,202.3,6.086,79.3,69.1,1.071,0.068,-0.009,0.059,1.786
Peru,2018,33.7,210.3,6.243,79.53,69.28,1.099,0.068,-0.015,0.053,1.582
Peru,2019,34.0,214.9,6.323,79.75,69.43,1.113,0.0,0.0,0.0,0.0
Poland,1990,38.2,195.1,5.114,70.64,61.6,0.9,-0.249,0.03,-0.219,-5.749
Poland,1991,38.2,181.4,4.744,70.35,61.43,0.835,0.214,0.033,0.247,6.464
Poland,1992,38.3,186.0,4.855,70.81,61.83,0.854,0.321,0.036,0.356,9.298
Poland,1993,38.4,193.0,5.03,71.48,62.39,0.885,0.093,0.033,0.126,3.287
Poland,1994,38.4,203.2,5.292,71.43,62.36,0.931,0.007,0.033,0.04,1.043
Poland,1995,38.4,217.6,5.666,71.65,62.59,0.997,0.264,0.048,0.311,8.107
Poland,1996,38.4,230.9,6.013,72.16,63.03,1.058,0.077,0.073,0.15,3.896
Poland,1997,38.4,245.8,6.404,72.48,63.37,1.127,0.234,0.087,0.321,8.356
Poland,1998,38.4,257.2,6.705,72.87,63.75,1.18,0.015,0.08,0.095,2.481
Poland,1999,38.3,269.2,7.023,72.97,63.9,1.236,0.537,0.061,0.598,15.609
Poland,2000,38.3,281.5,7.35,73.71,64.52,1.293,0.314,0.041,0.354,9.253
Poland,2001,38.3,285.0,7.449,74.12,64.87,1.311,0.282,0.039,0.321,8.402
Poland,2002,38.2,290.8,7.607,74.47,65.17,1.339,0.191,0.033,0.224,5.871
Poland,2003,38.2,301.0,7.879,74.75,65.42,1.386,0.072,0.03,0.102,2.664
Poland,2004,38.2,316.0,8.275,74.86,65.52,1.456,0.149,0.025,0.174,4.563
Poland,2005,38.2,327.1,8.566,75.04,65.67,1.507,0.095,0.02,0.115,3.0
Poland,2006,38.2,347.1,9.088,75.17,65.79,1.599,0.085,0.019,0.103,2.71
Poland,2007,38.2,371.6,9.722,75.27,65.88,1.711,0.246,0.018,0.264,6.916
Poland,2008,38.3,387.2,10.119,75.52,66.08,1.781,0.285,0.014,0.299,7.825
Poland,2009,38.3,398.2,10.392,75.82,66.32,1.829,0.559,0.012,0.571,14.906
Poland,2010,38.4,413.1,10.766,76.38,66.74,1.895,0.304,0.028,0.332,8.641
Poland,2011,38.4,432.7,11.264,76.67,66.98,1.982,0.101,0.058,0.159,4.131
Poland,2012,38.4,438.5,11.405,76.78,67.09,2.007,0.354,0.072,0.427,11.104
Poland,2013,38.5,443.4,11.528,77.09,67.37,2.029,0.546,0.064,0.61,15.87
Poland,2014,38.5,458.4,11.914,77.56,67.76,2.097,-0.077,0.027,-0.05,-1.293
Poland,2015,38.5,477.8,12.417,77.54,67.76,2.185,0.334,-0.01,0.325,8.444
Poland,2016,38.5,492.8,12.806,77.8,67.94,2.254,0.123,-0.022,0.102,2.642
Poland,2017,38.5,516.6,13.426,77.92,68.01,2.363,0.035,-0.043,-0.008,-0.203
Poland,2018,38.5,544.3,14.15,77.96,68.03,2.49,0.097,-0.09,0.007,0.178
Poland,2019,38.4,570.1,14.833,78.05,68.05,2.61,0.0,0.0,0.0,0.0
Russian Federation,1990,151.0,1161.5,7.691,69.16,60.15,1.353,-0.578,0.122,-0.455,-3.016
Russian Federation,1991,151.5,1102.9,7.279,68.92,59.97,1.281,-3.897,0.082,-3.815,-25.176
Russian Federation,1992,151.8,942.6,6.211,67.79,59.11,1.093,-8.015,0.024,-7.991,-52.654
Russian Federation,1993,151.7,860.9,5.676,65.11,57.03,0.999,-4.309,0.018,-4.291,-28.295
Russian Federation,1994,151.3,752.7,4.975,63.77,55.99,0.875,1.999,0.02,2.019,13.346
Russian Federation,1995,150.9,721.5,4.782,64.47,56.54,0.841,2.995,-0.054,2.941,19.491
Russian Federation,1996,150.5,694.4,4.613,65.72,57.51,0.812,2.514,-0.109,2.405,15.975
Russian Federation,1997,150.3,704.1,4.686,66.81,58.33,0.825,0.666,-0.145,0.521,3.467
Russian Federation,1998,150.0,666.8,4.446,67.12,58.54,0.782,-2.648,-0.138,-2.786,-18.575
Russian Federation,1999,149.6,709.5,4.743,65.87,57.53,0.835,-1.687,-0.046,-1.733,-11.585
Russian Federation,2000,149.1,780.4,5.235,65.29,57.08,0.921,-0.549,0.075,-0.473,-3.174
Russian Federation,2001,148.6,820.2,5.521,65.24,57.07,0.972,-1.032,0.165,-0.867,-5.834
Russian Federation,2002,148.1,858.8,5.799,65.09,57.02,1.02,-0.736,0.212,-0.524,-3.535
Russian Federation,2003,147.6,921.5,6.243,64.91,56.93,1.099,1.312,0.236,1.548,10.485
Russian Federation,2004,147.1,987.8,6.715,65.32,57.28,1.182,-1.765,0.186,-1.579,-10.731
Russian Federation,2005,146.6,1051.0,7.172,64.86,56.96,1.262,5.354,0.196,5.55,37.868
Russian Federation,2006,146.0,1137.2,7.787,66.27,58.09,1.37,3.581,0.202,3.782,25.901
Russian Federation,2007,145.7,1233.9,8.467,67.27,58.91,1.49,0.528,0.192,0.72,4.944
Russian Federation,2008,145.5,1298.1,8.919,67.56,59.19,1.57,3.792,0.222,4.015,27.585
Russian Federation,2009,145.4,1196.8,8.229,68.52,59.97,1.448,0.232,0.177,0.409,2.813
Russian Federation,2010,145.4,1250.7,8.602,68.7,60.16,1.514,4.854,0.257,5.111,35.151
Russian Federation,2011,145.4,1304.4,8.969,69.85,61.08,1.578,2.263,0.3,2.562,17.619
Russian Federation,2012,145.6,1356.9,9.319,70.27,61.43,1.64,1.821,0.325,2.147,14.742
Russian Federation,2013,145.8,1380.8,9.469,70.78,61.88,1.666,-0.137,0.297,0.16,1.096
Russian Federation,2014,146.0,1390.9,9.525,70.84,61.98,1.676,1.644,0.247,1.891,12.946
Russian Federation,2015,146.2,1363.5,9.324,71.43,62.49,1.641,1.647,0.145,1.792,12.252
Russian Federation,2016,146.4,1366.1,9.331,71.94,62.91,1.642,3.533,0.067,3.6,24.59
Russian Federation,2017,146.6,1391.1,9.491,72.88,63.65,1.67,0.48,0.051,0.531,3.622
Russian Federation,2018,146.7,1430.1,9.75,72.91,63.67,1.716,-0.055,0.068,0.014,0.092
Russian Federation,2019,146.7,1459.2,9.946,72.9,63.67,1.75,0.0,0.0,0.0,0.0
South Africa,1990,36.8,185.2,5.028,62.6,54.12,0.885,-0.028,0.015,-0.013,-0.352
South Africa,1991,37.7,183.3,4.866,62.76,54.28,0.856,-0.486,-0.001,-0.487,-12.925
South Africa,1992,38.5,179.4,4.657,62.1,53.79,0.82,0.329,-0.012,0.317,8.221
South Africa,1993,39.4,181.6,4.611,62.77,54.33,0.811,-0.534,-0.036,-0.57,-14.467
South Africa,1994,40.3,187.4,4.653,61.95,53.69,0.819,-0.32,-0.051,-0.371,-9.219
South Africa,1995,41.2,193.2,4.693,61.45,53.27,0.826,-0.75,-0.091,-0.842,-20.444
South Africa,1996,42.1,201.5,4.789,60.29,52.33,0.843,-1.648,-0.124,-1.772,-42.122
South Africa,1997,43.0,206.7,4.811,58.02,50.47,0.847,-1.082,-0.133,-1.215,-28.279
South Africa,1998,43.8,207.8,4.74,56.53,49.18,0.834,-0.628,-0.126,-0.754,-17.19
South Africa,1999,44.7,212.8,4.762,55.65,48.36,0.838,-1.265,-0.107,-1.371,-30.696
South Africa,2000,45.5,221.7,4.875,54.07,47.03,0.858,-0.681,-0.082,-0.762,-16.762
South Africa,2001,46.2,227.7,4.927,53.22,46.28,0.867,-0.939,-0.056,-0.995,-21.534
South Africa,2002,46.9,236.1,5.037,52.14,45.38,0.886,-0.924,-0.038,-0.962,-20.514
South Africa,2003,47.5,243.1,5.121,51.19,44.6,0.901,-0.504,-0.02,-0.524,-11.041
South Africa,2004,48.0,254.1,5.295,50.7,44.19,0.932,-0.232,-0.013,-0.245,-5.103
South Africa,2005,48.5,267.5,5.519,50.59,44.11,0.971,-0.066,-0.001,-0.066,-1.371
South Africa,2006,48.9,282.5,5.775,50.82,44.33,1.016,0.823,0.027,0.85,17.37
South Africa,2007,49.4,297.7,6.031,51.77,45.12,1.061,1.001,0.049,1.05,21.267
South Africa,2008,49.8,307.2,6.169,52.89,46.06,1.086,1.226,0.065,1.291,25.932
South Africa,2009,50.3,302.5,6.019,54.43,47.36,1.059,1.284,0.039,1.324,26.345
South Africa,2010,50.7,311.7,6.144,55.95,48.64,1.081,1.756,0.091,1.847,36.413
South Africa,2011,51.2,321.5,6.276,57.59,49.98,1.104,1.625,0.119,1.744,34.035
South Africa,2012,51.8,329.2,6.36,59.07,51.21,1.119,1.223,0.079,1.302,25.152
South Africa,2013,52.3,337.4,6.448,60.25,52.2,1.135,0.531,0.045,0.576,10.998
South Africa,2014,52.9,342.2,6.469,60.8,52.66,1.138,0.301,-0.003,0.298,5.633
South Africa,2015,53.5,346.7,6.487,61.3,53.08,1.141,0.31,-0.034,0.277,5.175
South Africa,2016,54.0,349.0,6.464,61.82,53.49,1.138,0.517,-0.004,0.512,9.491
South Africa,2017,54.5,353.1,6.475,62.36,53.91,1.14,1.443,0.08,1.523,27.933
South Africa,2018,55.1,358.3,6.509,63.58,54.88,1.145,0.853,0.026,0.879,15.971
South Africa,2019,55.6,358.7,6.453,64.31,55.45,1.136,0.0,0.0,0.0,0.0
Spain,1990,38.8,737.0,19.004,76.75,66.68,3.344,0.269,0.124,0.393,10.144
Spain,1991,38.9,755.8,19.445,76.92,66.86,3.422,0.594,0.118,0.712,18.328
Spain,1992,39.0,762.8,19.577,77.25,67.14,3.445,0.406,0.089,0.495,12.711
Spain,1993,39.1,754.9,19.325,77.53,67.39,3.401,0.39,0.054,0.445,11.385
Spain,1994,39.2,772.9,19.727,77.79,67.61,3.471,0.18,0.026,0.206,5.246
Spain,1995,39.3,794.2,20.199,77.94,67.73,3.555,0.337,-0.023,0.314,7.982
Spain,1996,39.5,815.4,20.645,78.14,67.88,3.633,0.864,-0.004,0.86,21.77
Spain,1997,39.7,845.6,21.289,78.63,68.27,3.746,0.289,-0.009,0.279,7.031
Spain,1998,40.0,882.7,22.067,78.84,68.43,3.883,0.135,0.002,0.137,3.426
Spain,1999,40.4,922.3,22.855,78.94,68.52,4.022,0.908,0.036,0.945,23.416
Spain,2000,40.8,970.7,23.787,79.35,68.82,4.186,0.675,0.047,0.722,17.7
Spain,2001,41.4,1008.9,24.385,79.66,69.06,4.291,0.355,0.072,0.427,10.309
Spain,2002,42.0,1036.5,24.662,79.8,69.19,4.34,0.184,0.038,0.222,5.279
Spain,2003,42.7,1067.4,24.981,79.89,69.27,4.396,0.806,0.068,0.874,20.445
Spain,2004,43.4,1100.7,25.341,80.21,69.52,4.459,0.56,0.015,0.576,13.252
Spain,2005,44.1,1140.9,25.844,80.47,69.71,4.548,0.991,0.008,0.999,22.631
Spain,2006,44.8,1187.7,26.49,80.85,69.99,4.662,0.494,0.016,0.511,11.396
Spain,2007,45.5,1230.5,27.042,81.03,70.14,4.759,0.687,0.03,0.717,15.764
Spain,2008,46.1,1241.4,26.91,81.29,70.33,4.736,0.996,0.051,1.047,22.69
Spain,2009,46.6,1194.7,25.617,81.66,70.62,4.508,0.838,0.043,0.882,18.903
Spain,2010,47.0,1196.7,25.474,81.97,70.86,4.483,0.447,0.034,0.481,10.24
Spain,2011,47.2,1186.9,25.172,82.15,70.99,4.43,0.389,0.044,0.433,9.185
Spain,2012,47.2,1151.8,24.416,82.32,71.13,4.297,0.721,0.049,0.77,16.312
Spain,2013,47.1,1135.3,24.116,82.61,71.35,4.244,0.319,0.039,0.358,7.604
Spain,2014,46.9,1151.0,24.535,82.73,71.44,4.318,-0.194,0.018,-0.176,-3.749
Spain,2015,46.7,1195.1,25.572,82.69,71.42,4.5,0.541,-0.021,0.52,11.131
Spain,2016,46.6,1231.3,26.445,82.87,71.54,4.654,0.193,-0.082,0.111,2.377
Spain,2017,46.4,1268.0,27.333,82.94,71.57,4.81,0.147,-0.138,0.01,0.209
Spain,2018,46.2,1297.0,28.067,82.98,71.56,4.939,0.105,-0.245,-0.139,-3.017
Spain,2019,46.0,1324.0,28.77,83.0,71.53,5.063,0.0,0.0,0.0,0.0
Sweden,1990,8.6,295.9,34.449,77.8,67.62,6.062,0.074,-0.002,0.072,8.391
Sweden,1991,8.6,292.5,33.825,77.92,67.72,5.952,0.164,0.005,0.169,19.57
Sweden,1992,8.7,289.1,33.222,78.22,67.96,5.846,0.111,0.002,0.113,13.01
Sweden,1993,8.8,283.1,32.353,78.42,68.12,5.693,0.212,0.006,0.218,24.894
Sweden,1994,8.8,294.3,33.465,78.74,68.36,5.889,0.165,0.005,0.17,19.294
Sweden,1995,8.8,305.8,34.656,79.04,68.61,6.099,0.126,-0.002,0.124,14.076
Sweden,1996,8.8,310.7,35.119,79.23,68.75,6.18,0.154,0.002,0.156,17.61
Sweden,1997,8.9,320.2,36.136,79.44,68.92,6.359,0.108,0.001,0.108,12.212
Sweden,1998,8.9,334.0,37.639,79.56,69.01,6.624,0.108,0.004,0.112,12.619
Sweden,1999,8.9,348.2,39.177,79.71,69.13,6.894,0.19,0.009,0.199,22.403
Sweden,2000,8.9,364.8,40.966,79.93,69.3,7.209,0.14,0.011,0.151,16.945
