country,year,population,real_gdp,real_gdp_pc,vsl,le,hle,wtp_s,wtp_h,wtp,wtp_pc
Kenya,2019,50.2,84.1,1.675,0.295,65.1,57.0,0.0,0.0,0.0,0.0
Mexico,1990,85.5,626.3,7.326,1.289,69.06,59.84,0.42,0.301,0.722,8.44
Mexico,1991,87.1,652.7,7.494,1.319,69.57,60.35,0.205,0.275,0.48,5.512
Mexico,1992,88.8,675.8,7.613,1.34,69.96,60.76,0.161,0.23,0.392,4.412
Mexico,1993,90.5,688.9,7.613,1.34,70.28,61.11,0.318,0.168,0.487,5.377
Mexico,1994,92.2,722.9,7.84,1.38,70.68,61.5,0.164,0.124,0.288,3.127
Mexico,1995,93.9,677.5,7.216,1.27,70.94,61.76,0.38,0.017,0.397,4.234
Mexico,1996,95.5,723.3,7.577,1.333,71.32,62.08,0.221,-0.017,0.204,2.135
Mexico,1997,97.0,772.9,7.97,1.403,71.62,62.33,0.28,-0.043,0.237,2.442
Mexico,1998,98.4,812.8,8.259,1.453,71.95,62.57,0.767,-0.042,0.725,7.364
Mexico,1999,99.8,835.2,8.368,1.473,72.49,62.98,0.87,-0.013,0.857,8.588
Mexico,2000,101.2,876.4,8.662,1.524,73.06,63.42,0.57,0.017,0.587,5.799
Mexico,2001,102.6,872.9,8.512,1.498,73.45,63.73,-0.073,0.036,-0.037,-0.363
Mexico,2002,103.9,872.5,8.397,1.478,73.53,63.83,-0.015,0.033,0.018,0.17
Mexico,2003,105.3,885.2,8.41,1.48,73.63,63.93,0.682,0.041,0.723,6.868
Mexico,2004,106.6,919.9,8.63,1.519,74.04,64.26,-0.207,0.01,-0.197,-1.846
Mexico,2005,107.9,941.1,8.72,1.535,74.05,64.28,0.679,-0.056,0.623,5.772
Mexico,2006,109.2,983.4,9.002,1.584,74.44,64.56,0.458,-0.131,0.328,2.998
Mexico,2007,110.6,1005.9,9.099,1.601,74.72,64.74,-0.864,-0.167,-1.03,-9.319
Mexico,2008,111.9,1017.4,9.095,1.601,74.46,64.51,-0.497,-0.143,-0.64,-5.724
Mexico,2009,113.1,963.7,8.517,1.499,74.31,64.37,0.673,-0.06,0.613,5.417
Mexico,2010,114.4,1013.0,8.854,1.558,74.63,64.61,0.563,0.009,0.572,5.0
Mexico,2011,115.7,1050.1,9.078,1.598,74.91,64.83,0.159,0.039,0.198,1.715
Mexico,2012,116.9,1088.3,9.308,1.638,75.05,64.96,-0.849,0.042,-0.807,-6.902
Mexico,2013,118.1,1103.1,9.336,1.643,74.84,64.82,0.046,0.03,0.076,0.641
Mexico,2014,119.3,1134.5,9.506,1.673,74.94,64.93,0.202,-0.012,0.19,1.594
Mexico,2015,120.5,1171.9,9.723,1.711,75.09,65.04,-0.166,-0.539,-0.705,-5.848
Mexico,2016,121.7,1202.7,9.884,1.739,75.13,64.97,-0.969,-0.557,-1.526,-12.542
Mexico,2017,122.8,1228.1,10.002,1.76,74.87,64.67,0.293,0.012,0.305,2.485
Mexico,2018,123.9,1255.1,10.132,1.783,75.02,64.79,-0.087,0.243,0.157,1.264
Mexico,2019,124.9,1252.8,10.028,1.765,75.1,64.91,0.0,0.0,0.0,0.0
Netherlands,1990,14.9,464.9,31.152,5.482,76.8,67.07,0.135,-0.027,0.108,7.224
Netherlands,1991,15.0,476.2,31.69,5.577,76.98,67.19,0.094,-0.021,0.072,4.82
Netherlands,1992,15.1,484.4,32.01,5.633,77.09,67.27,-0.107,-0.024,-0.131,-8.666
Netherlands,1993,15.2,490.5,32.199,5.666,77.05,67.23,0.269,-0.004,0.265,17.383
Netherlands,1994,15.3,505.0,32.943,5.797,77.31,67.43,0.121,0.019,0.14,9.138
Netherlands,1995,15.4,520.7,33.767,5.942,77.43,67.54,0.078,-0.009,0.069,4.455
Netherlands,1996,15.5,538.9,34.75,6.115,77.5,67.58,0.298,0.016,0.314,20.253
Netherlands,1997,15.6,562.3,36.044,6.343,77.76,67.78,0.153,0.02,0.173,11.076
Netherlands,1998,15.7,588.5,37.496,6.598,77.86,67.87,0.031,0.014,0.045,2.873
Netherlands,1999,15.8,618.1,39.137,6.887,77.88,67.88,0.221,0.029,0.25,15.828
Netherlands,2000,15.9,644.0,40.523,7.131,78.02,67.99,0.263,0.019,0.282,17.722
Netherlands,2001,16.0,659.0,41.216,7.253,78.19,68.12,0.255,0.036,0.291,18.19
Netherlands,2002,16.1,660.5,41.076,7.228,78.35,68.27,0.418,0.033,0.451,28.047
Netherlands,2003,16.2,661.5,40.934,7.204,78.63,68.49,0.681,0.022,0.703,43.523
Netherlands,2004,16.2,674.6,41.566,7.315,79.08,68.84,0.575,0.029,0.604,37.232
Netherlands,2005,16.3,688.5,42.259,7.437,79.4,69.09,0.541,0.026,0.567,34.803
Netherlands,2006,16.3,712.3,43.573,7.668,79.76,69.37,0.591,0.058,0.649,39.679
Netherlands,2007,16.4,739.2,45.067,7.931,80.12,69.65,0.366,0.051,0.416,25.375
Netherlands,2008,16.5,755.2,45.879,8.074,80.33,69.83,0.412,0.045,0.458,27.796
Netherlands,2009,16.5,727.5,44.023,7.747,80.56,70.02,0.316,-0.007,0.309,18.691
Netherlands,2010,16.6,737.3,44.43,7.819,80.75,70.16,0.313,-0.1,0.214,12.874
Netherlands,2011,16.7,748.7,44.934,7.907,80.94,70.27,0.179,-0.182,-0.003,-0.171
Netherlands,2012,16.7,741.0,44.297,7.795,81.03,70.28,0.339,-0.198,0.141,8.407
Netherlands,2013,16.8,740.0,44.07,7.755,81.23,70.36,0.37,-0.177,0.194,11.526
Netherlands,2014,16.9,750.6,44.522,7.835,81.43,70.44,-0.015,-0.119,-0.134,-7.963
Netherlands,2015,16.9,765.3,45.22,7.958,81.48,70.45,0.022,-0.013,0.01,0.567
Netherlands,2016,17.0,782.0,46.041,8.102,81.47,70.44,0.078,0.013,0.091,5.379
Netherlands,2017,17.0,804.8,47.211,8.308,81.53,70.49,0.014,-0.03,-0.016,-0.931
Netherlands,2018,17.1,823.8,48.164,8.476,81.55,70.48,0.025,-0.034,-0.009,-0.506
Netherlands,2019,17.2,839.9,48.955,8.615,81.57,70.48,0.0,0.0,0.0,0.0
New Zealand,1990,3.4,87.9,25.732,4.528,75.05,64.27,0.069,0.015,0.084,24.611
New Zealand,1991,3.5,87.0,25.194,4.434,75.46,64.63,0.03,0.013,0.043,12.585
New Zealand,1992,3.5,87.9,25.174,4.43,75.69,64.84,0.034,0.012,0.046,13.056
New Zealand,1993,3.5,93.5,26.455,4.655,75.85,64.99,0.082,0.013,0.094,26.679
New Zealand,1994,3.6,98.3,27.466,4.833,76.25,65.32,0.008,0.007,0.016,4.349
New Zealand,1995,3.6,103.0,28.426,5.002,76.4,65.46,0.071,0.01,0.081,22.354
New Zealand,1996,3.7,106.7,29.147,5.129,76.66,65.68,0.095,0.013,0.108,29.462
New Zealand,1997,3.7,108.9,29.489,5.189,77.06,66.0,0.124,0.016,0.14,37.896
New Zealand,1998,3.7,109.8,29.49,5.19,77.62,66.46,0.028,0.011,0.039,10.505
New Zealand,1999,3.8,115.7,30.845,5.428,77.75,66.58,0.103,0.013,0.116,30.796
New Zealand,2000,3.8,119.1,31.46,5.536,78.09,66.86,0.05,0.011,0.061,16.078
New Zealand,2001,3.8,123.2,32.221,5.67,78.3,67.05,0.068,0.016,0.084,21.996
New Zealand,2002,3.9,129.0,33.316,5.863,78.51,67.23,0.089,0.012,0.1,25.888
New Zealand,2003,3.9,134.9,34.349,6.045,78.83,67.49,0.086,0.016,0.102,25.899
New Zealand,2004,4.0,140.3,35.21,6.196,79.1,67.71,0.122,0.013,0.135,34.0
New Zealand,2005,4.0,145.0,35.855,6.31,79.52,68.04,0.081,0.015,0.096,23.787
New Zealand,2006,4.1,149.1,36.381,6.402,79.76,68.24,0.052,0.02,0.072,17.665
New Zealand,2007,4.2,153.6,37.018,6.514,79.91,68.38,0.064,0.021,0.085,20.575
New Zealand,2008,4.2,151.9,36.21,6.372,80.08,68.55,0.094,0.016,0.111,26.371
New Zealand,2009,4.2,151.7,35.828,6.305,80.34,68.76,0.094,0.003,0.098,23.049
New Zealand,2010,4.3,154.0,36.081,6.349,80.61,68.96,0.008,-0.014,-0.006,-1.344
New Zealand,2011,4.3,157.5,36.634,6.447,80.63,68.96,0.088,-0.023,0.065,15.22
New Zealand,2012,4.3,161.0,37.222,6.55,80.95,69.16,0.088,-0.026,0.063,14.451
New Zealand,2013,4.4,165.4,38.011,6.689,81.23,69.31,0.011,-0.026,-0.015,-3.454
New Zealand,2014,4.4,171.7,39.245,6.906,81.23,69.27,0.054,-0.016,0.038,8.646
New Zealand,2015,4.4,178.1,40.471,7.122,81.47,69.43,0.058,-0.014,0.043,9.883
New Zealand,2016,4.4,184.7,41.745,7.346,81.7,69.57,0.044,-0.014,0.03,6.678
New Zealand,2017,4.4,191.4,43.017,7.57,81.76,69.59,-0.105,-0.017,-0.122,-27.414
New Zealand,2018,4.5,197.5,44.16,7.771,81.56,69.43,-0.002,-0.015,-0.017,-3.887
New Zealand,2019,4.5,200.7,44.653,7.858,81.57,69.41,0.0,0.0,0.0,0.0
Nigeria,1990,90.2,151.2,1.677,0.295,49.88,43.45,-0.069,-0.017,-0.086,-0.952
Nigeria,1991,92.9,151.8,1.634,0.288,49.61,43.21,-0.043,-0.018,-0.061,-0.658
Nigeria,1992,95.7,158.8,1.659,0.292,49.92,43.47,-0.063,-0.019,-0.082,-0.862
Nigeria,1993,98.7,155.6,1.576,0.277,49.97,43.51,-0.072,-0.019,-0.092,-0.927
Nigeria,1994,101.8,152.8,1.5,0.264,49.98,43.52,-0.085,-0.015,-0.1,-0.984
Nigeria,1995,105.1,152.6,1.453,0.256,49.97,43.5,-0.138,-0.029,-0.168,-1.596
Nigeria,1996,108.4,159.1,1.467,0.258,49.68,43.25,0.004,-0.046,-0.042,-0.389
Nigeria,1997,111.9,163.7,1.464,0.258,50.06,43.55,-0.077,-0.052,-0.129,-1.152
Nigeria,1998,115.4,168.0,1.455,0.256,50.09,43.55,-0.07,-0.047,-0.116,-1.006
Nigeria,1999,119.1,168.9,1.418,0.25,50.11,43.55,-0.048,-0.024,-0.072,-0.602
Nigeria,2000,122.9,177.4,1.443,0.254,50.23,43.64,0.024,0.014,0.038,0.31
Nigeria,2001,126.8,187.9,1.482,0.261,50.48,43.87,0.073,0.047,0.12,0.943
Nigeria,2002,130.8,216.7,1.657,0.292,50.83,44.19,0.171,0.069,0.24,1.836
Nigeria,2003,134.9,232.6,1.724,0.303,51.32,44.65,0.214,0.069,0.283,2.099
Nigeria,2004,139.2,254.2,1.826,0.321,51.93,45.2,0.359,0.05,0.409,2.941
Nigeria,2005,143.5,270.5,1.885,0.332,52.69,45.87,0.359,0.056,0.415,2.888
Nigeria,2006,148.0,286.9,1.938,0.341,53.4,46.49,0.388,0.096,0.484,3.271
Nigeria,2007,152.6,305.8,2.004,0.353,54.14,47.16,0.374,0.118,0.492,3.226
Nigeria,2008,157.3,326.5,2.076,0.365,54.81,47.77,0.391,0.113,0.504,3.206
Nigeria,2009,162.1,352.7,2.176,0.383,55.43,48.33,0.387,0.077,0.464,2.863
Nigeria,2010,166.9,381.0,2.282,0.402,56.06,48.89,0.346,0.042,0.389,2.327
Nigeria,2011,171.9,401.2,2.334,0.411,56.66,49.41,0.364,0.038,0.402,2.339
Nigeria,2012,177.0,418.2,2.363,0.416,57.21,49.89,0.372,0.029,0.4,2.261
Nigeria,2013,182.1,446.1,2.449,0.431,57.7,50.3,0.266,0.006,0.273,1.497
Nigeria,2014,187.4,474.2,2.531,0.445,58.14,50.67,0.415,-0.004,0.411,2.193
Nigeria,2015,192.7,486.8,2.527,0.445,58.7,51.14,0.414,0.036,0.45,2.333
Nigeria,2016,198.1,478.9,2.418,0.425,59.36,51.71,0.314,0.033,0.347,1.752
Nigeria,2017,203.6,482.8,2.372,0.417,60.0,52.25,0.289,0.02,0.309,1.518
Nigeria,2018,209.1,492.1,2.353,0.414,60.59,52.75,0.381,0.066,0.447,2.138
Nigeria,2019,214.8,502.9,2.341,0.412,61.22,53.31,0.0,0.0,0.0,0.0
Peru,1990,21.7,59.6,2.742,0.483,66.31,58.09,0.05,-0.001,0.049,2.258
Peru,1991,22.1,60.9,2.753,0.484,66.14,57.88,0.025,0.0,0.026,1.157
Peru,1992,22.5,60.6,2.69,0.473,67.25,58.86,0.029,0.003,0.032,1.434
Peru,1993,22.9,63.8,2.783,0.49,67.95,59.48,0.038,0.003,0.041,1.78
Peru,1994,23.3,71.6,3.074,0.541,68.73,60.16,0.003,0.004,0.007,0.311
Peru,1995,23.7,76.9,3.249,0.572,69.16,60.55,0.157,0.006,0.164,6.914
Peru,1996,24.1,79.1,3.287,0.579,70.29,61.49,0.041,0.007,0.048,1.981
Peru,1997,24.4,84.2,3.447,0.607,70.85,61.99,0.046,0.009,0.055,2.238
Peru,1998,24.8,83.9,3.383,0.595,71.35,62.44,0.159,0.009,0.168,6.764
Peru,1999,25.2,85.1,3.384,0.596,72.45,63.35,0.018,0.008,0.026,1.035
Peru,2000,25.5,87.4,3.427,0.603,72.78,63.66,0.123,0.008,0.131,5.144
Peru,2001,25.9,88.0,3.401,0.599,73.72,64.44,0.053,0.008,0.061,2.346
Peru,2002,26.2,92.7,3.539,0.623,74.22,64.88,0.007,0.007,0.014,0.552
Peru,2003,26.5,96.6,3.64,0.64,74.43,65.08,0.126,0.008,0.134,5.061
Peru,2004,26.9,101.4,3.773,0.664,75.17,65.69,0.074,0.006,0.08,2.988
Peru,2005,27.2,107.8,3.961,0.697,75.66,66.1,0.1,0.007,0.106,3.913
Peru,2006,27.5,115.9,4.209,0.741,76.26,66.59,0.119,0.008,0.127,4.63
Peru,2007,27.9,125.8,4.514,0.794,76.96,67.17,0.015,0.009,0.024,0.851
Peru,2008,28.2,137.2,4.87,0.857,77.2,67.39,-0.351,0.003,-0.348,-12.333
Peru,2009,28.5,138.7,4.865,0.856,76.18,66.64,-0.05,0.002,-0.048,-1.685
Peru,2010,28.9,150.3,5.199,0.915,76.14,66.64,0.1,-0.003,0.096,3.33
Peru,2011,29.4,159.8,5.437,0.957,76.57,66.99,0.093,-0.011,0.082,2.802
Peru,2012,30.0,169.6,5.654,0.995,76.94,67.28,0.13,-0.014,0.116,3.865
Peru,2013,30.8,179.5,5.833,1.027,77.36,67.59,0.183,-0.013,0.17,5.52
Peru,2014,31.5,183.8,5.832,1.026,77.92,68.01,0.168,-0.009,0.159,5.056
Peru,2015,32.1,189.8,5.909,1.04,78.47,68.43,0.072,-0.002,0.07,2.191
Peru,2016,32.6,197.3,6.048,1.064,78.7,68.6,0.052,0.0,0.052,1.592
Peru,2017,33.2,202.3,6.086,1.071,78.98,68.83,0.064,-0.008,0.056,1.673
Peru,2018,33.7,210.3,6.243,1.099,79.23,69.02,0.064,-0.014,0.05,1.494
Peru,2019,34.0,214.9,6.323,1.113,79.46,69.19,0.0,0.0,0.0,0.0
Poland,1990,38.2,195.1,5.114,0.9,70.31,61.32,-0.239,0.028,-0.21,-5.514
Poland,1991,38.2,181.4,4.744,0.835,70.04,61.16,0.203,0.032,0.235,6.134
Poland,1992,38.3,186.0,4.855,0.854,70.52,61.57,0.305,0.033,0.339,8.836
Poland,1993,38.4,193.0,5.03,0.885,71.2,62.15,0.09,0.031,0.121,3.166
Poland,1994,38.4,203.2,5.292,0.931,71.12,62.1,0.007,0.031,0.038,0.981
Poland,1995,38.4,217.6,5.666,0.997,71.38,62.36,0.253,0.045,0.298,7.772
Poland,1996,38.4,230.9,6.013,1.058,71.91,62.82,0.074,0.069,0.144,3.74
Poland,1997,38.4,245.8,6.404,1.127,72.26,63.18,0.227,0.082,0.309,8.058
Poland,1998,38.4,257.2,6.705,1.18,72.68,63.58,0.014,0.076,0.091,2.364
Poland,1999,38.3,269.2,7.023,1.236,72.78,63.74,0.52,0.058,0.579,15.096
Poland,2000,38.3,281.5,7.35,1.293,73.54,64.38,0.305,0.039,0.344,8.973
Poland,2001,38.3,285.0,7.449,1.311,73.96,64.73,0.275,0.037,0.312,8.159
Poland,2002,38.2,290.8,7.607,1.339,74.31,65.03,0.186,0.031,0.217,5.683
Poland,2003,38.2,301.0,7.879,1.386,74.6,65.29,0.071,0.028,0.099,2.603
Poland,2004,38.2,316.0,8.275,1.456,74.71,65.39,0.146,0.024,0.17,4.463
Poland,2005,38.2,327.1,8.566,1.507,74.9,65.55,0.093,0.019,0.112,2.936
Poland,2006,38.2,347.1,9.088,1.599,75.04,65.68,0.083,0.018,0.101,2.647
Poland,2007,38.2,371.6,9.722,1.711,75.14,65.77,0.24,0.018,0.257,6.732
Poland,2008,38.3,387.2,10.119,1.781,75.4,65.97,0.277,0.014,0.29,7.587
Poland,2009,38.3,398.2,10.392,1.829,75.71,66.22,0.544,0.012,0.556,14.497
Poland,2010,38.4,413.1,10.766,1.895,76.27,66.65,0.296,0.027,0.323,8.412
Poland,2011,38.4,432.7,11.264,1.982,76.57,66.9,0.096,0.056,0.153,3.977
Poland,2012,38.4,438.5,11.405,2.007,76.68,67.01,0.343,0.07,0.413,10.755
Poland,2013,38.5,443.4,11.528,2.029,77.0,67.29,0.53,0.063,0.593,15.408
Poland,2014,38.5,458.4,11.914,2.097,77.47,67.68,-0.076,0.027,-0.049,-1.287
Poland,2015,38.5,477.8,12.417,2.185,77.46,67.69,0.326,-0.008,0.317,8.249
Poland,2016,38.5,492.8,12.806,2.254,77.71,67.86,0.12,-0.02,0.1,2.602
Poland,2017,38.5,516.6,13.426,2.363,77.84,67.94,0.035,-0.041,-0.007,-0.177
Poland,2018,38.5,544.3,14.15,2.49,77.89,67.96,0.095,-0.087,0.008,0.199
Poland,2019,38.4,570.1,14.833,2.61,77.98,67.99,0.0,0.0,0.0,0.0
Russian Federation,1990,151.0,1161.5,7.691,1.353,68.83,59.87,-0.523,0.118,-0.405,-2.684
Russian Federation,1991,151.5,1102.9,7.279,1.281,68.59,59.69,-3.683,0.079,-3.604,-23.785
Russian Federation,1992,151.8,942.6,6.211,1.093,67.46,58.83,-7.648,0.023,-7.625,-50.239
Russian Federation,1993,151.7,860.9,5.676,0.999,64.77,56.74,-4.13,0.018,-4.112,-27.112
Russian Federation,1994,151.3,752.7,4.975,0.875,63.43,55.7,1.938,0.021,1.959,12.945
Russian Federation,1995,150.9,721.5,4.782,0.841,64.15,56.26,2.887,-0.051,2.836,18.796
Russian Federation,1996,150.5,694.4,4.613,0.812,65.41,57.24,2.423,-0.106,2.317,15.393
Russian Federation,1997,150.3,704.1,4.686,0.825,66.5,58.07,0.648,-0.14,0.508,3.381
Russian Federation,1998,150.0,666.8,4.446,0.782,66.82,58.28,-2.558,-0.133,-2.692,-17.946
Russian Federation,1999,149.6,709.5,4.743,0.835,65.56,57.27,-1.637,-0.045,-1.682,-11.242
Russian Federation,2000,149.1,780.4,5.235,0.921,65.0,56.83,-0.542,0.072,-0.47,-3.151
Russian Federation,2001,148.6,820.2,5.521,0.972,64.97,56.84,-1.011,0.159,-0.852,-5.734
Russian Federation,2002,148.1,858.8,5.799,1.02,64.85,56.81,-0.713,0.204,-0.508,-3.432
Russian Federation,2003,147.6,921.5,6.243,1.099,64.68,56.73,1.292,0.227,1.519,10.293
Russian Federation,2004,147.1,987.8,6.715,1.182,65.11,57.1,-1.702,0.178,-1.524,-10.357
Russian Federation,2005,146.6,1051.0,7.172,1.262,64.66,56.79,5.19,0.187,5.377,36.688
Russian Federation,2006,146.0,1137.2,7.787,1.37,66.08,57.93,3.459,0.192,3.651,25.003
Russian Federation,2007,145.7,1233.9,8.467,1.49,67.08,58.75,0.493,0.182,0.676,4.636
Russian Federation,2008,145.5,1298.1,8.919,1.57,67.39,59.05,3.654,0.211,3.865,26.555
Russian Federation,2009,145.4,1196.8,8.229,1.448,68.36,59.84,0.214,0.168,0.382,2.625
Russian Federation,2010,145.4,1250.7,8.602,1.514,68.56,60.04,4.68,0.245,4.925,33.872
Russian Federation,2011,145.4,1304.4,8.969,1.578,69.7,60.95,2.183,0.287,2.47,16.984
Russian Federation,2012,145.6,1356.9,9.319,1.64,70.1,61.29,1.75,0.311,2.061,14.156
Russian Federation,2013,145.8,1380.8,9.469,1.666,70.62,61.74,-0.141,0.284,0.142,0.976
Russian Federation,2014,146.0,1390.9,9.525,1.676,70.69,61.85,1.552,0.235,1.787,12.237
Russian Federation,2015,146.2,1363.5,9.324,1.641,71.3,62.38,1.561,0.137,1.698,11.61
Russian Federation,2016,146.4,1366.1,9.331,1.642,71.82,62.82,3.388,0.064,3.452,23.58
Russian Federation,2017,146.6,1391.1,9.491,1.67,72.77,63.56,0.484,0.049,0.533,3.638
Russian Federation,2018,146.7,1430.1,9.75,1.716,72.8,63.58,-0.051,0.067,0.016,0.109
Russian Federation,2019,146.7,1459.2,9.946,1.75,72.8,63.58,0.0,0.0,0.0,0.0
South Africa,1990,36.8,185.2,5.028,0.885,61.58,53.23,-0.034,0.014,-0.021,-0.557
South Africa,1991,37.7,183.3,4.866,0.856,61.76,53.42,-0.451,-0.0,-0.452,-11.988
South Africa,1992,38.5,179.4,4.657,0.82,61.12,52.95,0.292,-0.011,0.282,7.31
South Africa,1993,39.4,181.6,4.611,0.811,61.79,53.49,-0.498,-0.032,-0.53,-13.457
South Africa,1994,40.3,187.4,4.653,0.819,60.99,52.87,-0.299,-0.046,-0.345,-8.568
South Africa,1995,41.2,193.2,4.693,0.826,60.49,52.45,-0.703,-0.082,-0.785,-19.071
South Africa,1996,42.1,201.5,4.789,0.843,59.34,51.5,-1.524,-0.112,-1.636,-38.875
South Africa,1997,43.0,206.7,4.811,0.847,57.08,49.66,-0.99,-0.12,-1.111,-25.852
South Africa,1998,43.8,207.8,4.74,0.834,55.6,48.37,-0.565,-0.114,-0.679,-15.49
South Africa,1999,44.7,212.8,4.762,0.838,54.7,47.55,-1.159,-0.098,-1.257,-28.138
South Africa,2000,45.5,221.7,4.875,0.858,53.13,46.22,-0.619,-0.076,-0.695,-15.278
South Africa,2001,46.2,227.7,4.927,0.867,52.28,45.47,-0.86,-0.053,-0.913,-19.761
South Africa,2002,46.9,236.1,5.037,0.886,51.21,44.57,-0.85,-0.037,-0.887,-18.92
South Africa,2003,47.5,243.1,5.121,0.901,50.26,43.8,-0.464,-0.021,-0.484,-10.205
South Africa,2004,48.0,254.1,5.295,0.932,49.78,43.4,-0.223,-0.014,-0.236,-4.925
South Africa,2005,48.5,267.5,5.519,0.971,49.68,43.33,-0.077,-0.002,-0.08,-1.646
South Africa,2006,48.9,282.5,5.775,1.016,49.94,43.56,0.751,0.023,0.773,15.809
South Africa,2007,49.4,297.7,6.031,1.061,50.91,44.38,0.915,0.043,0.958,19.414
South Africa,2008,49.8,307.2,6.169,1.086,52.05,45.34,1.12,0.059,1.18,23.691
South Africa,2009,50.3,302.5,6.019,1.059,53.65,46.7,1.18,0.035,1.215,24.182
South Africa,2010,50.7,311.7,6.144,1.081,55.24,48.02,1.624,0.084,1.708,33.67
South Africa,2011,51.2,321.5,6.276,1.104,56.88,49.38,1.504,0.11,1.614,31.505
South Africa,2012,51.8,329.2,6.36,1.119,58.37,50.62,1.123,0.073,1.196,23.111
South Africa,2013,52.3,337.4,6.448,1.135,59.57,51.61,0.481,0.041,0.522,9.983
South Africa,2014,52.9,342.2,6.469,1.138,60.12,52.08,0.272,-0.003,0.269,5.079
South Africa,2015,53.5,346.7,6.487,1.141,60.66,52.53,0.286,-0.031,0.255,4.771
South Africa,2016,54.0,349.0,6.464,1.138,61.21,52.97,0.483,-0.004,0.479,8.867
South Africa,2017,54.5,353.1,6.475,1.14,61.77,53.41,1.36,0.074,1.434,26.305
South Africa,2018,55.1,358.3,6.509,1.145,63.0,54.38,0.805,0.023,0.828,15.045
South Africa,2019,55.6,358.7,6.453,1.136,63.73,54.96,0.0,0.0,0.0,0.0
Spain,1990,38.8,737.0,19.004,3.344,76.58,66.54,0.263,0.12,0.384,9.896
Spain,1991,38.9,755.8,19.445,3.422,76.76,66.72,0.577,0.115,0.692,17.801
Spain,1992,39.0,762.8,19.577,3.445,77.1,67.01,0.392,0.086,0.479,12.291
Spain,1993,39.1,754.9,19.325,3.401,77.39,67.26,0.38,0.053,0.432,11.07
Spain,1994,39.2,772.9,19.727,3.471,77.66,67.5,0.175,0.025,0.199,5.09
Spain,1995,39.3,794.2,20.199,3.555,77.81,67.63,0.326,-0.023,0.303,7.706
Spain,1996,39.5,815.4,20.645,3.633,78.01,67.78,0.834,-0.004,0.83,21.017
Spain,1997,39.7,845.6,21.289,3.746,78.52,68.17,0.275,-0.009,0.266,6.697
Spain,1998,40.0,882.7,22.067,3.883,78.73,68.34,0.13,0.002,0.131,3.28
Spain,1999,40.4,922.3,22.855,4.022,78.84,68.43,0.888,0.036,0.924,22.89
Spain,2000,40.8,970.7,23.787,4.186,79.25,68.74,0.658,0.046,0.704,17.254
Spain,2001,41.4,1008.9,24.385,4.291,79.56,68.99,0.344,0.07,0.414,10.003
Spain,2002,42.0,1036.5,24.662,4.34,79.71,69.11,0.177,0.037,0.214,5.091
Spain,2003,42.7,1067.4,24.981,4.396,79.8,69.19,0.786,0.066,0.852,19.932
Spain,2004,43.4,1100.7,25.341,4.459,80.12,69.44,0.541,0.015,0.556,12.791
Spain,2005,44.1,1140.9,25.844,4.548,80.38,69.64,0.966,0.007,0.973,22.041
Spain,2006,44.8,1187.7,26.49,4.662,80.76,69.92,0.479,0.016,0.495,11.037
Spain,2007,45.5,1230.5,27.042,4.759,80.95,70.07,0.667,0.029,0.696,15.284
Spain,2008,46.1,1241.4,26.91,4.736,81.21,70.27,0.965,0.049,1.014,21.977
Spain,2009,46.6,1194.7,25.617,4.508,81.59,70.56,0.813,0.042,0.855,18.343
Spain,2010,47.0,1196.7,25.474,4.483,81.9,70.8,0.433,0.034,0.467,9.936
Spain,2011,47.2,1186.9,25.172,4.43,82.08,70.93,0.375,0.045,0.42,8.901
Spain,2012,47.2,1151.8,24.416,4.297,82.25,71.07,0.701,0.05,0.75,15.907
Spain,2013,47.1,1135.3,24.116,4.244,82.54,71.3,0.31,0.039,0.349,7.412
Spain,2014,46.9,1151.0,24.535,4.318,82.66,71.39,-0.192,0.019,-0.174,-3.699
Spain,2015,46.7,1195.1,25.572,4.5,82.62,71.37,0.53,-0.019,0.511,10.925
Spain,2016,46.6,1231.3,26.445,4.654,82.81,71.49,0.19,-0.079,0.111,2.39
Spain,2017,46.4,1268.0,27.333,4.81,82.88,71.52,0.147,-0.133,0.014,0.303
Spain,2018,46.2,1297.0,28.067,4.939,82.92,71.52,0.106,-0.237,-0.131,-2.829
Spain,2019,46.0,1324.0,28.77,5.063,82.94,71.48,0.0,0.0,0.0,0.0
Sweden,1990,8.6,295.9,34.449,6.062,77.67,67.51,0.07,-0.002,0.069,8.004
Sweden,1991,8.6,292.5,33.825,5.952,77.8,67.61,0.157,0.005,0.162,18.698
Sweden,1992,8.7,289.1,33.222,5.846,78.11,67.86,0.106,0.002,0.108,12.441
Sweden,1993,8.8,283.1,32.353,5.693,78.32,68.04,0.206,0.006,0.212,24.17
Sweden,1994,8.8,294.3,33.465,5.889,78.65,68.28,0.156,0.004,0.161,18.263
Sweden,1995,8.8,305.8,34.656,6.099,78.96,68.54,0.121,-0.002,0.119,13.43
Sweden,1996,8.8,310.7,35.119,6.18,79.15,68.69,0.149,0.001,0.15,16.966
Sweden,1997,8.9,320.2,36.136,6.359,79.36,68.85,0.105,0.0,0.105,11.884
Sweden,1998,8.9,334.0,37.639,6.624,79.49,68.95,0.104,0.003,0.107,12.113
Sweden,1999,8.9,348.2,39.177,6.894,79.64,69.07,0.185,0.008,0.194,21.775
Sweden,2000,8.9,364.8,40.966,7.209,79.86,69.24,0.136,0.01,0.147,16.479
